Nom du commerce;Adresse;Code postal;Type de commerce;Fabriqué à Paris;Services;Description;Précisions;Site internet;Téléphone;Mail;geo_shape;geo_point_2d
Boucheries Roger;3 rue Poncelet;75017;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile, Retrait de commandes en magasin;Boutique entièrement rénovée, familiale et proposant également de l’épicerie fine , des plats cuisinés et du vin.;Traiteur et épicerie fine;https://www.boucheries-roger.fr;01 43 80 28 38;viandes.franchi@wanadoo.fr;"{""coordinates"": [2.2959363315502133, 48.87866431197427], ""type"": ""Point""}";48.87866431197427, 2.2959363315502133
Chlorophylle;34, RUE, Belgrand;75020;Fleuriste;non;Livraisons à domicile, Retrait de commandes en magasin;Artisane fleuriste, je livre vos bouquets de fleurs Champêtres partout dans Paris;;https://www.les-surprises-de-chlorophylle.com;01 47 97 80 12;chloroparis20@gmail.com;"{""coordinates"": [2.4031752098087527, 48.86461979128813], ""type"": ""Point""}";48.86461979128813, 2.4031752098087527
Restaurant Circonstances;174 rue Montmartre;75002;Restaurant ou traiteur;non;Retrait de commandes en magasin;Cuisine bistronomique, plats autour de produits du marché et de saison;;https://www.circonstances.fr;01 42 36 17 05;circonstances@hotmail.com;"{""coordinates"": [2.343007251018099, 48.87092647194082], ""type"": ""Point""}";48.87092647194082, 2.343007251018099
Édition sous la glycine;9 rue Domrémy;75013;Autre;non;Livraisons à domicile;Les éditions sous la glycine propose des carnets de photographies accompagnés de mots de poètes, afin d inviter à son tour à écrire dessiner....au fil des inspirations que les carnets sucitent.;;;;Collectionsouslaglycine@gmail.com;"{""coordinates"": [2.3736045193841218, 48.83055914866476], ""type"": ""Point""}";48.83055914866476, 2.3736045193841218
Bulle végétale;60 rue des Cévennes;75015;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;Salon spécialisé dans la coloration végétale, je vous propose une préparation de coloration végétale personnalisé avec un diagnostic par téléphone. La préparation est au prix de 35 €;;;06 50 19 40 93;mathilde@bullevegetale.com;"{""coordinates"": [2.281228926683024, 48.84221494707907], ""type"": ""Point""}";48.84221494707907, 2.281228926683024
Librairie La Comète;29 Rue des Récollets;75010;Librairie;non;Livraisons à domicile, Retrait de commandes en magasin;La Comète, c’est un espace dédié à la photographie, vivante et audacieuse ! Le libraire sélectionne pour vous les monographies, revues, essais, ouvrages techniques et d'histoire de la photographie.;;https://lacomete.picto.fr/;01 40 36 78 96;lacomete@picto.fr;"{""coordinates"": [2.3598548916237716, 48.87496542471392], ""type"": ""Point""}";48.87496542471392, 2.3598548916237716
Styles et Coupes;95 avenue Félix Faure;75015;Autre;non;Retrait de commandes en magasin;"Notre salon est actuellement fermé par décision du gouvernement 
Nous vous proposons de prendre rdv pour l’achat des produits pour entretenir et soigner vos cheveux";;http://www.styles-et-coupes.com;01 45 57 29 67;rorichard@wanadoo.fr;"{""coordinates"": [2.2835003262804725, 48.839213584658225], ""type"": ""Point""}";48.839213584658225, 2.2835003262804725
Bon Primeur;36 avenue de la motte picquet;75007;Primeur;non;Livraisons à domicile, Retrait de commandes en magasin;Bon primeur est ouvert 7 jours sur 7 : fruits et légumes de saison bios et épicerie fine, arrivage quotidien de produits de qualité et de saison.;;http://www.bonprimeur.com;01 43 06 71 88;bonprimeur7@gmail.com;"{""coordinates"": [2.3064893380120366, 48.855154580529764], ""type"": ""Point""}";48.855154580529764, 2.3064893380120366
Troll2jeux;15-17, place d'Aligre;75012;Jouets - Jeux;non;Livraisons à domicile, Retrait de commandes en magasin;des jeux pour toute la famille, pour les gamers, les novices, des jeux à deux, compétitifs ou coopératifs, des escape games : ce le monde du jeu a de mieux pour vous divertir ou vous faire réfléchir!;;http://troll2jeux.com;01 43 40 90 46;troll2jeux@wanadoo.fr;"{""coordinates"": [2.3787898346380354, 48.848650431035125], ""type"": ""Point""}";48.848650431035125, 2.3787898346380354
Restaurant L’ange20;44 rue des Tournelles;75004;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Restaurant traditionnel français. Nos plats et desserts sont faits maison;;http://www.lange20.com;01 49 96 58 39;info@lange20.com;"{""coordinates"": [2.3673806133842143, 48.855817353067486], ""type"": ""Point""}";48.855817353067486, 2.3673806133842143
LES THES D'EMILIE;76 Boulevard HAUSSMANN;75008;Caviste - Brasserie;non;Livraisons à domicile, Retrait de commandes en magasin;La plus ancienne boutique de thés à Paris propose une grande variété de thés de qualité  à des tarifs abordables, ainsi qu'un accueil chaleureux et des conseils concernant la préparation des thés.;;http://www.les thésdemilie.com;06 41 06 31 31;ltea@hotmail.fr;"{""coordinates"": [2.32625431253907, 48.87402709327157], ""type"": ""Point""}";48.87402709327157, 2.32625431253907
Librairie Pinault;184 rue du faubourg Saint Honoré;75008;Librairie;non;Livraisons à domicile, Retrait de commandes en magasin;La librairie est spécialisée dans les autographes et manuscrits comme Victor Hugo, Napoléon, Charles de Gaule,..;;http://www.librairie-pinault.com;01 43 54 89 99;info@librairie-pinault.com;"{""coordinates"": [2.3070580623120076, 48.87441241526996], ""type"": ""Point""}";48.87441241526996, 2.3070580623120076
BGREENCONCEPT;36 rue Faidherbe;75011;Fleuriste;non;Livraisons à domicile, Retrait de commandes en magasin;"Concept-Store végétal & Home décoration
Terrariums faits maison, terrarium sur mesure, ateliers terrarium, plantes, cache-pots, objets de décoration, art de la table, luminaires - idées cadeaux";;http://www.bgreenconcept.com;09 81 85 80 80;info@bgreenconcept.com;"{""coordinates"": [2.3831553626461295, 48.852928035368954], ""type"": ""Point""}";48.852928035368954, 2.3831553626461295
Pizz-Art L'atelier de la pizza;41, rue Jean-Pierre Timbaud;75011;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Pizza à la coupe avec des produits italiens. Nous somme sur Fb et Instagram :  pizzartparis. En ce moment ouvert entre 12h/15h pour emporter et livraison avec Deliveroo et Justeat.;;http://www.pizzartparis.fr;06 52 71 75 14;Pizzartparis@gmail.com;"{""coordinates"": [2.3730392842522394, 48.866613723004534], ""type"": ""Point""}";48.866613723004534, 2.3730392842522394
MOBY DICK POISSONNERIE;50 RUE DU CHERCHE MIDI;75006;Poissonnerie;non;Retrait de commandes en magasin;;;;06 85 70 40 62;anthonysenal@gmail.com;"{""coordinates"": [2.325676606540759, 48.849214986024066], ""type"": ""Point""}";48.849214986024066, 2.325676606540759
Discking;224 rue des Pyrénées;75020;Disquaire;non;Retrait de commandes en magasin;"Spécialisé depuis 25 ans dans la vente de Dvd Cd Blu-ray et vinyles à prix déstocker. 
Des films de toutes époques et de toutes nationalités afin de diffuser la culture du septième art à prix réduit.";;;01 43 66 32 18;discking4@gmail.com;"{""coordinates"": [2.3972841039604655, 48.86664370691699], ""type"": ""Point""}";48.86664370691699, 2.3972841039604655
Les Domaines Qui Montent;75 rue Réaumur;75002;Caviste - Brasserie;non;Livraisons à domicile, Retrait de commandes en magasin;Au cœur du quartier de Montorgueil, votre caviste à Paris Réaumur vous accueille pour vous faire découvrir une large sélection de vins, champagnes, spiritueux, et produits des terroirs.;;;01 40 15 63 46;paris.reaumur@ldqm.com;"{""coordinates"": [2.3492359760795822, 48.866744765774435], ""type"": ""Point""}";48.866744765774435, 2.3492359760795822
Happy sushi;19 rue le Marois;75016;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Un restaurant japonais chaleureux ouverts tout les jours excepté  le dimanche matin.;;http://www.happysushi16.fr/;07 67 89 04 52;2576035598@qq.com;"{""coordinates"": [2.2615873555384325, 48.83887594311999], ""type"": ""Point""}";48.83887594311999, 2.2615873555384325
L'Athanor pizza bio;63 rue Planchat;75020;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;L'Athanor propose des pizzas, des plats du jour, salades et desserts bio, fait maison avec des produits frais;;;09 83 04 11 24;Lathanor63@gmail.com;"{""coordinates"": [2.3960478318218263, 48.85641183283621], ""type"": ""Point""}";48.85641183283621, 2.3960478318218263
secrets d'enfance;90 rue de l'abbé groult;75015;Autre;non;Retrait de commandes en magasin;dépot vente de 0 à 12 ans;;http://www.secretsdenfance.fr;01 55 76 97 75;secretsdenfance@orange.fr;"{""coordinates"": [2.2987537980604302, 48.83803141555575], ""type"": ""Point""}";48.83803141555575, 2.2987537980604302
warren & laetitia;10 villa Gagliardini;75020;Autre;oui;Livraisons à domicile, Retrait de commandes en magasin;Nous sommes un studio de design, nous concevons et produisons des objets du quotidien en impression 3D à partir de matériaux recyclés et recyclables.;;https://boutique.warrenetlaetitia.fr/;06 35 18 82 49;warrenetlaetitia@gmail.com;"{""coordinates"": [2.403767583559299, 48.87551457848056], ""type"": ""Point""}";48.87551457848056, 2.403767583559299
Le Repaire de Bacchus;75 rue des Morillons;75015;Caviste - Brasserie;non;Livraisons à domicile, Retrait de commandes en magasin;"Votre caviste depuis 1983.
Vins, bières, champagnes, spiritueux.";;http://www.lerepairedebacchus.com;01 72 63 68 76;morillons@lerepairedebacchus.com;"{""coordinates"": [2.3028324163182385, 48.83223659044399], ""type"": ""Point""}";48.83223659044399, 2.3028324163182385
MAISON RENAISSANCE;78 Avenue des Champs-Élysées;75008;Autre;non;Livraisons à domicile;Vêtements et accessoires de luxe reconditionnés et neufs, associés à une palette de services prestigieux comme l'authentification, personnalisation, conseil en image, recherche de produit rare etc.;;https://www.maisonrenaissance.fr;;contact@maisonrenaissance.fr;"{""coordinates"": [2.3041575044544675, 48.87124327922722], ""type"": ""Point""}";48.87124327922722, 2.3041575044544675
Le Filippo;54 Rue Cambronne;75015;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Chez nous tout est frais, tout est fait maison;;;06 17 53 52 20;hannarafik2005@yahoo.fr;"{""coordinates"": [2.3019213363893836, 48.84445766627483], ""type"": ""Point""}";48.84445766627483, 2.3019213363893836
Histoire Perle;37, rue gay lussac;75005;Artisanat d'art;non;Retrait de commandes en magasin;Histoire Perle propose des bijoux en perles de culture principalement qui sont réalisés sur place dans notre boutique parisienne. Nous créons des bijoux sur mesure et réalisons dès réparations.;;http://histoireperle.free.fr;06 68 80 15 65;Histoireperle@free.fr;"{""coordinates"": [2.342482692111522, 48.84375194680029], ""type"": ""Point""}";48.84375194680029, 2.342482692111522
Le Grenelle de Pekin;124 rue de Grenelle;75007;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Venez découvrir l'une des cuisines les plus raffinées de Paris. Notre chef vous fera voyager avec de succulents plats maisons parmi les recettes qui lui ont valu le prestigieux prix des Baguettes d'or;;http://www.grenelledepekin.fr/;01 45 51 77 23;So.shingkwok@gmail.com;"{""coordinates"": [2.3189786216525556, 48.85719483293438], ""type"": ""Point""}";48.85719483293438, 2.3189786216525556
Livressence;129 rue de Charenton;75012;Librairie;non;Retrait de commandes en magasin;Située dans le 12e arrondissement de Paris, à 5 minutes à pieds de la Gare de Lyon, Livressence est une librairie spécialisée en bien-être, écologie et éducation, pour toute la famille !;;https://livressence.fr/bienvenue;09 87 18 24 53;contact@livressence.fr;"{""coordinates"": [2.3807179021702662, 48.845542894339765], ""type"": ""Point""}";48.845542894339765, 2.3807179021702662
L'Eau Et Les Rêves péniche Café/Libr. botanique;9 quai de l'oise;75019;Librairie;non;Retrait de commandes en magasin;Péniche Librairie spécialisée dans la botanique, l'écologie et le voyage avec café & restaurant à bord !;;https://www.penichelibrairie.com;09 51 55 08 75;contact@penichelibrairie.com;"{""coordinates"": [2.382015750827743, 48.890009525444455], ""type"": ""Point""}";48.890009525444455, 2.382015750827743
demenagerseul;133 boulevard de grenelle;75015;Autre;non;Livraisons à domicile, Retrait de commandes en magasin;entreprise de déménagement ou coup de main location d'utilitaire de plusieurs tailles vente de fourniture cartons adhesif rouleau bulle etc etc et location de chariot diable couverture de protection;;http://demenagerseul.com;01 53 86 94 85;paris15@demenagerseul.com;"{""coordinates"": [2.3005745785144294, 48.848467296755054], ""type"": ""Point""}";48.848467296755054, 2.3005745785144294
Bulles en tête;54 rue des dames;75017;Librairie;non;Livraisons à domicile, Retrait de commandes en magasin;"Librairie spécialisée BD,manga et comics, possédant également un rayon jeunesse. Nous proposons aussi des produits dérivés ( affiches et figurines)
Librairie partenaire de l'appli Bubble";;http://www.bullesentete.com;09 53 31 12 92;bullesentetebatignolles@canalbd.net;"{""coordinates"": [2.3213288908443435, 48.88384437492232], ""type"": ""Point""}";48.88384437492232, 2.3213288908443435
Les Domaines Qui Montent;31 rue Ballu;75009;Épicerie fine;non;Retrait de commandes en magasin;Notre boutique vous propose une large gamme de vins, champagne, spiritueux mais aussi un très beau rayon d'épicerie fine : produits du terroir, charcuterie, fromages, et plats à emporter. Régalez vous;;https://www.lesdomainesquimontent.com/paris-ballu-75009-caviste-epicerie-fine;01 42 81 97 47;ballu@lesdomainesquimontent.com;"{""coordinates"": [2.329001702369782, 48.88208074572496], ""type"": ""Point""}";48.88208074572496, 2.329001702369782
Christian Collin;52 rue saint didier;75016;Fleuriste;non;Livraisons à domicile, Retrait de commandes en magasin;;;;07 86 53 12 36;saintdidier.christiancollin@gmail.com;"{""coordinates"": [2.283884656505387, 48.867047800478325], ""type"": ""Point""}";48.867047800478325, 2.283884656505387
Maison Le Bourdonnec;208 bis rue de Grenelle;75007;Boucherie - charcuterie - rôtisserie;non;Livraisons à domicile, Retrait de commandes en magasin;"Du lundi au samedi, de 9h à 20h
Livraison et retrait en magasin. 
Prise de commande par téléphone ou en boutique.";;http://www.le-bourdonnec.com;01 47 05 04 65;grenelle@groupelebourdonnec.com;"{""coordinates"": [2.3032305046603994, 48.85667618697003], ""type"": ""Point""}";48.85667618697003, 2.3032305046603994
LIEU37;37 rue des petites ecuries;75010;Autre;non;Retrait de commandes en magasin;Depuis 10 ans, le lieu 37 organisme ou met à disposition un local tout equipé pour tous types d'évènements: boutique mutualisée de créateurs, exposition artistique, lancement de produits...;;http://www.lieu37.fr;09 81 10 04 69;lieutrentesept@gmail.com;"{""coordinates"": [2.350313893279534, 48.87379289661115], ""type"": ""Point""}";48.87379289661115, 2.350313893279534
Optique Pierre B;9 avenue Niel;75017;Autre;non;Retrait de commandes en magasin;"Nous recevons sur rdv pour un plus grand confort.
Montures optiques et solaires.
Atelier montage verres sur place
Atelier montures sur mesure";;http://www.optiquepierreb.fr/;01 45 74 61 08;contact@optiquepierreb.fr;"{""coordinates"": [2.294486672014646, 48.87964584838954], ""type"": ""Point""}";48.87964584838954, 2.294486672014646
Garçons;83, rue du Cherche-Midi;75006;Restaurant ou traiteur;non;Livraisons à domicile, Retrait de commandes en magasin;Cuisine faite maison avec des produits de saison frais !!!;;;01 43 22 68 13;contact@garcon-cafe.com;"{""coordinates"": [2.3230255507942266, 48.847604606943705], ""type"": ""Point""}";48.847604606943705, 2.3230255507942266
HANDS AND ARMS ( disquaire);72 Rue Crozatier;75012;Disquaire;non;Retrait de commandes en magasin;Proche du marché d'Aligre, disquaire généraliste axé sur les produits neufs. Stock disponible sur www.handsandarms.com. Réservation en ligne, en créant un compte, ou par tél 0648366207.;DISQUAIRE;https://www.handsandarms.com;06 48 36 62 07;contact@handsandarms.com;"{""coordinates"": [2.3792695294326323, 48.85008255361035], ""type"": ""Point""}";48.85008255361035, 2.3792695294326323
Dizonord Le Disquaire de la Zone Nord;9 rue André Messager;75018;Disquaire;non;Retrait de commandes en magasin;Disques vinyles, CDs, livres sur la musique, réparation de matériel;;http://www.dizonord.fr;01 71 73 64 99;store.dzn@gmail.com;"{""coordinates"": [2.3417311575298108, 48.895276740669054], ""type"": ""Point""}";48.895276740669054, 2.3417311575298108
